id,created_at,_keywords,platform,geo_lat,geo_lon,place,country,tweet_in_reply_to_id,retweet_count,favourite_count,user_id,user_screen_name,user_name,user_location,user_geoenabled,user_followers_count,user_friends_count,text
570732025759444992,Wed Feb 25 23:48:13 +0000 2015,"['big', 'data']","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,0,0,1475383028,edmondsburnaby,ebaca,"Burnaby, BC",False,2172,2105,"Via Jordan W Neveille. Worth reading. ""The Key to Continuous Innovation - Big Data"" on @LinkedIn https://t.co/2zZfK8e3Qn #burnaby #vancouver"
570732012019027968,Wed Feb 25 23:48:10 +0000 2015,"['big', 'data']","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,5,0,231869776,DataAnalyticsRy,Ryszard Frank,Latin America,False,376,894,"RT @MiquelRojas: Best strategy for #datawarehouse: Agile, Big Bang or Data Warehouse Automation? http://t.co/G0VZVJmK7E"
570732005199110144,Wed Feb 25 23:48:08 +0000 2015,"['big', 'data']","<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",,,,,,0,0,14789460,jasonthink,Jason Erickson,"Home - Goodyear, AZ",False,395,635,Microsoft Makes Apache Storm Generally Available And Improves Productivity for Real-Time Analytics on Big Data - http://t.co/WUqUShANM8 #cl…
570731984646856704,Wed Feb 25 23:48:03 +0000 2015,"['big', 'data']","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,1,0,84108585,gardenfelder,Jack Park,"Mountain View, CA",False,160,88,RT @sbuckshum: #LearningAnalytics techies take note - DARPA XDATA is developing an open source software library for big data http://t.co/WI…
570731908239376384,Wed Feb 25 23:47:45 +0000 2015,"['big', 'data']","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,32,0,146155769,semberal,Lukáš Šembera,"Prague, Czech Republic",False,58,238,RT @recruiterbro: ♻ We also have a need for someone who understand Big Data. Our largest table is nearing a billion rows.
570731906226098177,Wed Feb 25 23:47:44 +0000 2015,"['big', 'data']","<a href=""https://www.ziprecruiter.com/"" rel=""nofollow"">ZipRecruiter Tweeter 04</a>",,,,,,0,0,2967174883,ZRJobs04,ZipRecruiter Jobs,"Santa Monica, CA",False,266,4,"ServerLogic is hiring Software Engineer - Big Data in Portland, OR http://t.co/futrgTDy39 #jobs #Portland"
570731882125484032,Wed Feb 25 23:47:39 +0000 2015,"['big', 'data']","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,1,0,1472614729,JBettencourt5,Jeff Bettencourt,Bay Area - CA,False,554,208,RT @SaidRiley: Big data requires big networks: http://t.co/vbRnHRnKnV #DParmy http://t.co/MXAWrkNs1D
570731781017743360,Wed Feb 25 23:47:14 +0000 2015,"['big', 'data']","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,1,2,2327429660,CristianRobertM,Cristian R Munteanu,A Coruña,False,29,60,HP extends R programming language for big data by @Joab_Jackson http://t.co/RYhnOHlEaD via @computerworld
570731776613736448,Wed Feb 25 23:47:13 +0000 2015,"['big', 'data']","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,0,1,2494225975,ArjenSAP,Arjen Vons,"Reston, Virginia",False,416,454,Important Changes to Manufacturing due to #IoT and #BigData  http://t.co/cBwm0KSRo2
570731759333015552,Wed Feb 25 23:47:09 +0000 2015,"['big', 'data']","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,13,0,2713172648,NPSDataScience,NPS Data Science,"Monterey, CA",True,50,88,"RT @BernardMarr: A Brief History of Big Data Everyone Should Read   http://t.co/OQFpuQMP3n

#BigData
#BigDataAnalytics"
570731707520974850,Wed Feb 25 23:46:57 +0000 2015,"['big', 'data']","<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>",,,,,,0,0,2255433241,Data_Mashup,DataMashup.info,Netherlands,False,5120,3470,How Big Data Is Revolutionizing Design (video)! http://t.co/62cECFoIaz
